Dataset,Model,Cond_ratio,Learn_A,k,Epoch,Mean_Acc,Std.,Best_Acc
Citeseer,MLP,0.25,0,4,400,0.6566,0.0111,0.671
Citeseer,MLP,0.25,1,4,382,0.6756,0.0067,0.686
Citeseer,MLP,0.25,0,5,377,0.6548,0.0112,0.669
Citeseer,MLP,0.25,1,5,398,0.6758,0.0061,0.683
Citeseer,MLP,0.5,0,1,180,0.5822,0.0142,0.599
Citeseer,MLP,0.5,1,1,386,0.6692,0.0033,0.674
Citeseer,MLP,0.5,0,2,359,0.5956,0.0097,0.611
Citeseer,MLP,0.5,1,2,399,0.6866,0.0044,0.691
Citeseer,MLP,0.5,0,3,354,0.6046,0.0109,0.621
Citeseer,MLP,0.5,1,3,396,0.6854,0.0052,0.691
Citeseer,MLP,0.5,0,4,359,0.6116,0.0113,0.628
Citeseer,MLP,0.5,1,4,322,0.6888,0.0034,0.693
Citeseer,MLP,0.5,0,5,390,0.6156,0.0114,0.634
Citeseer,MLP,0.5,1,5,379,0.6886,0.0039,0.695
Citeseer,MLP,1.0,0,1,44,0.6394,0.0049,0.65
Citeseer,MLP,1.0,1,1,385,0.6296,0.0032,0.636
Citeseer,MLP,1.0,0,2,45,0.6560,0.0051,0.671
Citeseer,MLP,1.0,1,2,398,0.6398,0.0015,0.644
Citeseer,MLP,1.0,0,3,47,0.6596,0.0057,0.679
Citeseer,MLP,1.0,1,3,398,0.6474,0.0044,0.653
Citeseer,MLP,1.0,0,4,48,0.6612,0.0058,0.679
Citeseer,MLP,1.0,1,4,396,0.6530,0.0037,0.657
Citeseer,MLP,1.0,0,5,47,0.6620,0.0074,0.68
Citeseer,MLP,1.0,1,5,400,0.6534,0.0027,0.657
Pubmed,GCN,0.25,0,1,133,0.4764,0.0914,0.596
Pubmed,GCN,0.25,1,1,400,0.6340,0.0842,0.717
Pubmed,GCN,0.25,0,2,132,0.4808,0.0966,0.614
Pubmed,GCN,0.25,1,2,400,0.6316,0.0900,0.722
Pubmed,GCN,0.25,0,3,132,0.4822,0.0968,0.622
Pubmed,GCN,0.25,1,3,400,0.6276,0.0907,0.721
Pubmed,GCN,0.25,0,4,132,0.4850,0.0998,0.627
Pubmed,GCN,0.25,1,4,400,0.6282,0.0932,0.725
Pubmed,GCN,0.25,0,5,132,0.4856,0.1010,0.637
Pubmed,GCN,0.25,1,5,400,0.6270,0.0971,0.725
Pubmed,GCN,0.5,0,1,269,0.6906,0.0598,0.785
Pubmed,GCN,0.5,1,1,289,0.7284,0.0311,0.782
Pubmed,GCN,0.5,0,2,265,0.6892,0.0599,0.789
Pubmed,GCN,0.5,1,2,395,0.7268,0.0419,0.784
Pubmed,GCN,0.5,0,3,270,0.6796,0.0662,0.787
Pubmed,GCN,0.5,1,3,395,0.7218,0.0410,0.78
Pubmed,GCN,0.5,0,4,267,0.6776,0.0692,0.789
Pubmed,GCN,0.5,1,4,396,0.7188,0.0421,0.777
Pubmed,GCN,0.5,0,5,269,0.6712,0.0709,0.791
Pubmed,GCN,0.5,1,5,396,0.7148,0.0452,0.775
Pubmed,GCN,1.0,0,1,400,0.6834,0.0075,0.693
Pubmed,GCN,1.0,1,1,181,0.7552,0.0042,0.761
Pubmed,GCN,1.0,0,2,355,0.6726,0.0088,0.689
Pubmed,GCN,1.0,1,2,173,0.7546,0.0017,0.763
Pubmed,GCN,1.0,0,3,365,0.6642,0.0081,0.677
Pubmed,GCN,1.0,1,3,189,0.7522,0.0059,0.764
Pubmed,GCN,1.0,0,4,357,0.6604,0.0091,0.672
Pubmed,GCN,1.0,1,4,169,0.7500,0.0023,0.763
Pubmed,GCN,1.0,0,5,391,0.6594,0.0076,0.669
Pubmed,GCN,1.0,1,5,163,0.7492,0.0039,0.761
Pubmed,SGC,0.25,0,1,52,0.5830,0.1100,0.697
Pubmed,SGC,0.25,1,1,400,0.5150,0.0139,0.533
Pubmed,SGC,0.25,0,2,51,0.5860,0.1127,0.697
Pubmed,SGC,0.25,1,2,400,0.5154,0.0153,0.535
Pubmed,SGC,0.25,0,3,50,0.5850,0.1151,0.703
Pubmed,SGC,0.25,1,3,399,0.5052,0.0145,0.524
Pubmed,SGC,0.25,0,4,48,0.5828,0.1151,0.703
Pubmed,SGC,0.25,1,4,400,0.5026,0.0132,0.52
Pubmed,SGC,0.25,0,5,49,0.5826,0.1154,0.701
Pubmed,SGC,0.25,1,5,400,0.4952,0.0131,0.513
Pubmed,SGC,0.5,0,1,400,0.6414,0.0332,0.674
Pubmed,SGC,0.5,1,1,400,0.4604,0.0140,0.504
Pubmed,SGC,0.5,0,2,399,0.6448,0.0339,0.685
Pubmed,SGC,0.5,1,2,400,0.4514,0.0118,0.507
Pubmed,SGC,0.5,0,3,400,0.6408,0.0434,0.688
Pubmed,SGC,0.5,1,3,400,0.4472,0.0099,0.503
Pubmed,SGC,0.5,0,4,398,0.6422,0.0472,0.693
Pubmed,SGC,0.5,1,4,400,0.4446,0.0090,0.503
Pubmed,SGC,0.5,0,5,399,0.6398,0.0507,0.693
Pubmed,SGC,0.5,1,5,400,0.4428,0.0085,0.506
Pubmed,SGC,1.0,0,1,91,0.5092,0.0177,0.698
Pubmed,SGC,1.0,1,1,28,0.5260,0.0806,0.684
Pubmed,SGC,1.0,0,2,94,0.5094,0.0170,0.705
Pubmed,SGC,1.0,1,2,29,0.5270,0.0835,0.689
Pubmed,SGC,1.0,0,3,95,0.5086,0.0161,0.708
Pubmed,SGC,1.0,1,3,52,0.5242,0.0272,0.689
Pubmed,SGC,1.0,0,4,99,0.5084,0.0162,0.706
Pubmed,SGC,1.0,1,4,56,0.5220,0.0270,0.693
Pubmed,SGC,1.0,0,5,100,0.5072,0.0159,0.707
Pubmed,SGC,1.0,1,5,57,0.5204,0.0271,0.697
Pubmed,GAT,0.25,0,1,35,0.4138,0.1728,0.668
Pubmed,GAT,0.25,1,1,44,0.6992,0.0298,0.75
Pubmed,GAT,0.25,0,2,35,0.4140,0.1732,0.669
Pubmed,GAT,0.25,1,2,30,0.6960,0.0369,0.754
Pubmed,GAT,0.25,0,3,35,0.4152,0.1754,0.675
Pubmed,GAT,0.25,1,3,29,0.6956,0.0371,0.764
Pubmed,GAT,0.25,0,4,35,0.4142,0.1735,0.67
Pubmed,GAT,0.25,1,4,29,0.6960,0.0404,0.764
Pubmed,GAT,0.25,0,5,35,0.4144,0.1739,0.671
Pubmed,GAT,0.25,1,5,29,0.6944,0.0434,0.768
Pubmed,GAT,0.5,0,1,398,0.7834,0.0068,0.797
Pubmed,GAT,0.5,1,1,24,0.7196,0.0589,0.782
Pubmed,GAT,0.5,0,2,85,0.7766,0.0182,0.803
Pubmed,GAT,0.5,1,2,24,0.7120,0.0581,0.778
Pubmed,GAT,0.5,0,3,86,0.7730,0.0150,0.802
Pubmed,GAT,0.5,1,3,24,0.7130,0.0598,0.778
Pubmed,GAT,0.5,0,4,86,0.7700,0.0150,0.802
Pubmed,GAT,0.5,1,4,24,0.7096,0.0591,0.778
Pubmed,GAT,0.5,0,5,85,0.7688,0.0152,0.803
Pubmed,GAT,0.5,1,5,24,0.7092,0.0588,0.778
Pubmed,GAT,1.0,0,1,391,0.7544,0.0213,0.775
Pubmed,GAT,1.0,1,1,388,0.7460,0.0283,0.769
Pubmed,GAT,1.0,0,2,382,0.7528,0.0122,0.766
Pubmed,GAT,1.0,1,2,400,0.7458,0.0243,0.769
Pubmed,GAT,1.0,0,3,349,0.7600,0.0157,0.778
Pubmed,GAT,1.0,1,3,400,0.7494,0.0261,0.769
Pubmed,GAT,1.0,0,4,389,0.7600,0.0131,0.778
Pubmed,GAT,1.0,1,4,396,0.7494,0.0233,0.773
Pubmed,GAT,1.0,0,5,390,0.7634,0.0134,0.782
Pubmed,GAT,1.0,1,5,399,0.7500,0.0247,0.774
Pubmed,SAGE,0.25,0,1,362,0.6472,0.0700,0.698
Pubmed,SAGE,0.25,1,1,278,0.6932,0.0477,0.78
Pubmed,SAGE,0.25,0,2,380,0.6338,0.0833,0.692
Pubmed,SAGE,0.25,1,2,216,0.6812,0.0607,0.778
Pubmed,SAGE,0.25,0,3,350,0.6374,0.0809,0.694
Pubmed,SAGE,0.25,1,3,211,0.6850,0.0562,0.775
Pubmed,SAGE,0.25,0,4,354,0.6300,0.0888,0.694
Pubmed,SAGE,0.25,1,4,120,0.6792,0.0547,0.777
Pubmed,SAGE,0.25,0,5,368,0.6284,0.0890,0.696
Pubmed,SAGE,0.25,1,5,399,0.6770,0.0612,0.776
Pubmed,SAGE,0.5,0,1,366,0.7758,0.0175,0.796
Pubmed,SAGE,0.5,1,1,398,0.7634,0.0029,0.785
Pubmed,SAGE,0.5,0,2,186,0.7760,0.0174,0.799
Pubmed,SAGE,0.5,1,2,399,0.7558,0.0073,0.791
Pubmed,SAGE,0.5,0,3,180,0.7778,0.0166,0.802
Pubmed,SAGE,0.5,1,3,389,0.7542,0.0028,0.79
Pubmed,SAGE,0.5,0,4,173,0.7770,0.0177,0.799
Pubmed,SAGE,0.5,1,4,387,0.7520,0.0030,0.789
Pubmed,SAGE,0.5,0,5,180,0.7772,0.0159,0.799
Pubmed,SAGE,0.5,1,5,385,0.7498,0.0026,0.785
Pubmed,SAGE,1.0,0,1,83,0.7512,0.0107,0.773
Pubmed,SAGE,1.0,1,1,207,0.7694,0.0205,0.795
Pubmed,SAGE,1.0,0,2,83,0.7470,0.0094,0.765
Pubmed,SAGE,1.0,1,2,221,0.7670,0.0213,0.794
Pubmed,SAGE,1.0,0,3,84,0.7532,0.0078,0.765
Pubmed,SAGE,1.0,1,3,216,0.7698,0.0246,0.799
Pubmed,SAGE,1.0,0,4,83,0.7530,0.0067,0.765
Pubmed,SAGE,1.0,1,4,217,0.7700,0.0276,0.798
Pubmed,SAGE,1.0,0,5,83,0.7520,0.0087,0.768
Pubmed,SAGE,1.0,1,5,215,0.7706,0.0249,0.799
Pubmed,APPNP,0.25,0,1,267,0.5286,0.1374,0.765
Pubmed,APPNP,0.25,1,1,195,0.6542,0.0496,0.711
Pubmed,APPNP,0.25,0,2,267,0.5226,0.1373,0.762
Pubmed,APPNP,0.25,1,2,177,0.6522,0.0524,0.722
Pubmed,APPNP,0.25,0,3,267,0.5194,0.1376,0.755
Pubmed,APPNP,0.25,1,3,177,0.6404,0.0596,0.714
Pubmed,APPNP,0.25,0,4,267,0.5158,0.1358,0.751
Pubmed,APPNP,0.25,1,4,164,0.6382,0.0607,0.716
Pubmed,APPNP,0.25,0,5,267,0.5124,0.1346,0.747
Pubmed,APPNP,0.25,1,5,164,0.6316,0.0663,0.719
Pubmed,APPNP,0.5,0,1,400,0.7294,0.0511,0.793
Pubmed,APPNP,0.5,1,1,310,0.7046,0.0294,0.771
Pubmed,APPNP,0.5,0,2,398,0.7280,0.0545,0.797
Pubmed,APPNP,0.5,1,2,333,0.7008,0.0331,0.772
Pubmed,APPNP,0.5,0,3,400,0.7218,0.0568,0.803
Pubmed,APPNP,0.5,1,3,296,0.6934,0.0339,0.767
Pubmed,APPNP,0.5,0,4,399,0.7204,0.0561,0.805
Pubmed,APPNP,0.5,1,4,288,0.6882,0.0325,0.768
Pubmed,APPNP,0.5,0,5,400,0.7132,0.0590,0.803
Pubmed,APPNP,0.5,1,5,325,0.6810,0.0333,0.771
Pubmed,APPNP,1.0,0,1,276,0.6714,0.0309,0.71
Pubmed,APPNP,1.0,1,1,178,0.7388,0.0068,0.747
Pubmed,APPNP,1.0,0,2,272,0.6664,0.0277,0.708
Pubmed,APPNP,1.0,1,2,170,0.7474,0.0063,0.757
Pubmed,APPNP,1.0,0,3,311,0.6500,0.0242,0.689
Pubmed,APPNP,1.0,1,3,171,0.7412,0.0025,0.752
Pubmed,APPNP,1.0,0,4,340,0.6478,0.0239,0.691
Pubmed,APPNP,1.0,1,4,172,0.7450,0.0073,0.756
Pubmed,APPNP,1.0,0,5,340,0.6410,0.0226,0.684
Pubmed,APPNP,1.0,1,5,176,0.7438,0.0077,0.754
Pubmed,Cheby,0.25,0,1,93,0.5840,0.0698,0.654
Pubmed,Cheby,0.25,1,1,100,0.5454,0.0543,0.612
Pubmed,Cheby,0.25,0,2,100,0.5804,0.0791,0.664
Pubmed,Cheby,0.25,1,2,108,0.5464,0.0641,0.63
Pubmed,Cheby,0.25,0,3,105,0.5758,0.0768,0.666
Pubmed,Cheby,0.25,1,3,109,0.5322,0.0631,0.619
Pubmed,Cheby,0.25,0,4,105,0.5734,0.0803,0.671
Pubmed,Cheby,0.25,1,4,95,0.5312,0.0657,0.619
Pubmed,Cheby,0.25,0,5,105,0.5688,0.0799,0.671
Pubmed,Cheby,0.25,1,5,105,0.5244,0.0661,0.617
Pubmed,Cheby,0.5,0,1,372,0.6604,0.0119,0.699
Pubmed,Cheby,0.5,1,1,52,0.5888,0.0602,0.666
Pubmed,Cheby,0.5,0,2,377,0.6754,0.0161,0.708
Pubmed,Cheby,0.5,1,2,57,0.6098,0.0409,0.676
Pubmed,Cheby,0.5,0,3,279,0.6700,0.0151,0.708
Pubmed,Cheby,0.5,1,3,49,0.5972,0.0660,0.682
Pubmed,Cheby,0.5,0,4,335,0.6750,0.0226,0.71
Pubmed,Cheby,0.5,1,4,53,0.5918,0.0512,0.661
Pubmed,Cheby,0.5,0,5,317,0.6708,0.0233,0.709
Pubmed,Cheby,0.5,1,5,49,0.5936,0.0670,0.673
Pubmed,Cheby,1.0,0,1,395,0.6412,0.0096,0.657
Pubmed,Cheby,1.0,1,1,400,0.6834,0.0100,0.698
Pubmed,Cheby,1.0,0,2,373,0.6570,0.0101,0.674
Pubmed,Cheby,1.0,1,2,400,0.6910,0.0072,0.702
Pubmed,Cheby,1.0,0,3,388,0.6336,0.0082,0.646
Pubmed,Cheby,1.0,1,3,399,0.6792,0.0098,0.693
Pubmed,Cheby,1.0,0,4,379,0.6332,0.0058,0.643
Pubmed,Cheby,1.0,1,4,398,0.6800,0.0107,0.695
Pubmed,Cheby,1.0,0,5,395,0.6228,0.0120,0.641
Pubmed,Cheby,1.0,1,5,400,0.6774,0.0103,0.693
Pubmed,MLP,0.25,0,1,400,0.5890,0.0699,0.763
Pubmed,MLP,0.25,1,1,130,0.5628,0.0365,0.61
Pubmed,MLP,0.25,0,2,399,0.5926,0.0739,0.783
Pubmed,MLP,0.25,1,2,133,0.5614,0.0437,0.617
Pubmed,MLP,0.25,0,3,400,0.5854,0.0808,0.774
Pubmed,MLP,0.25,1,3,143,0.5458,0.0515,0.612
Pubmed,MLP,0.25,0,4,400,0.5828,0.0787,0.777
Pubmed,MLP,0.25,1,4,138,0.5422,0.0551,0.61
Pubmed,MLP,0.25,0,5,400,0.5766,0.0800,0.768
Pubmed,MLP,0.25,1,5,133,0.5350,0.0575,0.608
Pubmed,MLP,0.5,0,1,398,0.6028,0.0444,0.701
Pubmed,MLP,0.5,1,1,241,0.6548,0.0586,0.746
Pubmed,MLP,0.5,0,2,122,0.6124,0.1156,0.721
Pubmed,MLP,0.5,1,2,270,0.6684,0.0685,0.766
Pubmed,MLP,0.5,0,3,123,0.6012,0.1216,0.716
Pubmed,MLP,0.5,1,3,259,0.6394,0.0740,0.774
Pubmed,MLP,0.5,0,4,123,0.6002,0.1229,0.715
Pubmed,MLP,0.5,1,4,261,0.6352,0.0784,0.776
Pubmed,MLP,0.5,0,5,120,0.5972,0.1274,0.714
Pubmed,MLP,0.5,1,5,275,0.6220,0.0868,0.774
Pubmed,MLP,1.0,0,1,272,0.6300,0.0177,0.653
Pubmed,MLP,1.0,1,1,175,0.7216,0.0067,0.732
Pubmed,MLP,1.0,0,2,347,0.6414,0.0169,0.661
Pubmed,MLP,1.0,1,2,164,0.7498,0.0085,0.762
Pubmed,MLP,1.0,0,3,353,0.6154,0.0132,0.634
Pubmed,MLP,1.0,1,3,165,0.7436,0.0074,0.753
Pubmed,MLP,1.0,0,4,400,0.6170,0.0152,0.635
Pubmed,MLP,1.0,1,4,162,0.7484,0.0103,0.759
Pubmed,MLP,1.0,0,5,382,0.6108,0.0133,0.627
Pubmed,MLP,1.0,1,5,162,0.7432,0.0112,0.758
Photo,GCN,0.25,0,1,309,0.4535,0.0422,0.52875
Photo,GCN,0.25,1,1,400,0.4835,0.0634,0.565
Photo,GCN,0.25,0,2,309,0.4465,0.0399,0.51625
Photo,GCN,0.25,1,2,386,0.4773,0.0604,0.565
Photo,GCN,0.25,0,3,327,0.4375,0.0320,0.4925
Photo,GCN,0.25,1,3,387,0.4728,0.0621,0.56375
Photo,GCN,0.25,0,4,328,0.4293,0.0279,0.47875
Photo,GCN,0.25,1,4,387,0.4675,0.0649,0.56125
Photo,GCN,0.25,0,5,367,0.4217,0.0135,0.45625
Photo,GCN,0.25,1,5,386,0.4615,0.0640,0.56
Photo,GCN,0.5,0,1,384,0.6023,0.0875,0.7475
Photo,GCN,0.5,1,1,319,0.2938,0.0906,0.43125
Photo,GCN,0.5,0,2,386,0.5735,0.0794,0.72625
Photo,GCN,0.5,1,2,319,0.2887,0.0903,0.445
Photo,GCN,0.5,0,3,336,0.5393,0.1034,0.69125
Photo,GCN,0.5,1,3,319,0.2863,0.0894,0.45
Photo,GCN,0.5,0,4,272,0.5125,0.0737,0.655
Photo,GCN,0.5,1,4,319,0.2770,0.0873,0.45125
Photo,GCN,0.5,0,5,271,0.4938,0.0640,0.6325
Photo,GCN,0.5,1,5,319,0.2803,0.0859,0.4625
Photo,GCN,1.0,0,1,324,0.4380,0.1050,0.58875
Photo,GCN,1.0,1,1,381,0.6460,0.0413,0.7575
Photo,GCN,1.0,0,2,324,0.4185,0.0967,0.575
Photo,GCN,1.0,1,2,399,0.6273,0.0787,0.7575
Photo,GCN,1.0,0,3,396,0.4017,0.0926,0.55875
Photo,GCN,1.0,1,3,399,0.6158,0.0786,0.75625
Photo,GCN,1.0,0,4,325,0.3900,0.0913,0.54
Photo,GCN,1.0,1,4,399,0.6007,0.0723,0.75125
Photo,GCN,1.0,0,5,396,0.3783,0.0827,0.52625
Photo,GCN,1.0,1,5,399,0.5872,0.0798,0.7425
Photo,SGC,0.25,0,1,337,0.3873,0.0416,0.42375
Photo,SGC,0.25,1,1,400,0.4552,0.0440,0.505
Photo,SGC,0.25,0,2,322,0.3770,0.0445,0.41875
Photo,SGC,0.25,1,2,400,0.4483,0.0463,0.49875
Photo,SGC,0.25,0,3,329,0.3613,0.0448,0.405
Photo,SGC,0.25,1,3,400,0.4350,0.0370,0.47
Photo,SGC,0.25,0,4,333,0.3498,0.0448,0.3975
Photo,SGC,0.25,1,4,399,0.4225,0.0323,0.4475
Photo,SGC,0.25,0,5,322,0.3352,0.0430,0.38125
Photo,SGC,0.25,1,5,399,0.4073,0.0341,0.435
Photo,SGC,0.5,0,1,366,0.3567,0.0077,0.3675
Photo,SGC,0.5,1,1,113,0.3170,0.0674,0.43
Photo,SGC,0.5,0,2,253,0.3487,0.0098,0.36
Photo,SGC,0.5,1,2,117,0.3133,0.0640,0.41625
Photo,SGC,0.5,0,3,276,0.3420,0.0121,0.355
Photo,SGC,0.5,1,3,113,0.3100,0.0721,0.405
Photo,SGC,0.5,0,4,248,0.3325,0.0179,0.35
Photo,SGC,0.5,1,4,112,0.3057,0.0731,0.4025
Photo,SGC,0.5,0,5,188,0.3223,0.0372,0.3475
Photo,SGC,0.5,1,5,113,0.3025,0.0767,0.4
Photo,SGC,1.0,0,1,20,0.3730,0.0985,0.62125
Photo,SGC,1.0,1,1,292,0.6298,0.0777,0.72875
Photo,SGC,1.0,0,2,20,0.3620,0.0914,0.585
Photo,SGC,1.0,1,2,342,0.6040,0.0654,0.705
Photo,SGC,1.0,0,3,21,0.3483,0.0795,0.55375
Photo,SGC,1.0,1,3,369,0.5848,0.0529,0.68125
Photo,SGC,1.0,0,4,21,0.3365,0.0700,0.5325
Photo,SGC,1.0,1,4,374,0.5758,0.0514,0.66125
Photo,SGC,1.0,0,5,22,0.3277,0.0725,0.51625
Photo,SGC,1.0,1,5,388,0.5663,0.0429,0.64125
Photo,GAT,0.25,0,1,31,0.4003,0.0442,0.4625
Photo,GAT,0.25,1,1,261,0.4930,0.0164,0.53125
Photo,GAT,0.25,0,2,32,0.4142,0.0273,0.48125
Photo,GAT,0.25,1,2,245,0.4927,0.0213,0.53875
Photo,GAT,0.25,0,3,32,0.3993,0.0336,0.46
Photo,GAT,0.25,1,3,257,0.4972,0.0172,0.5375
Photo,GAT,0.25,0,4,73,0.3955,0.0373,0.4525
Photo,GAT,0.25,1,4,194,0.4940,0.0257,0.54125
Photo,GAT,0.25,0,5,72,0.3877,0.0519,0.44125
Photo,GAT,0.25,1,5,194,0.4885,0.0301,0.53875
Photo,GAT,0.5,0,1,169,0.4848,0.0490,0.565
Photo,GAT,0.5,1,1,76,0.2392,0.1606,0.47
Photo,GAT,0.5,0,2,153,0.5085,0.0675,0.61
Photo,GAT,0.5,1,2,388,0.2425,0.1658,0.4725
Photo,GAT,0.5,0,3,149,0.4952,0.0664,0.585
Photo,GAT,0.5,1,3,370,0.2432,0.1673,0.47875
Photo,GAT,0.5,0,4,149,0.4978,0.0651,0.58375
Photo,GAT,0.5,1,4,368,0.2173,0.1271,0.36875
Photo,GAT,0.5,0,5,149,0.4940,0.0644,0.57875
Photo,GAT,0.5,1,5,399,0.2418,0.1643,0.4675
Photo,GAT,1.0,0,1,228,0.1913,0.0969,0.41625
Photo,GAT,1.0,1,1,1,0.1428,0.0420,0.215
Photo,GAT,1.0,0,2,228,0.1908,0.0959,0.43
Photo,GAT,1.0,1,2,1,0.1445,0.0474,0.22625
Photo,GAT,1.0,0,3,228,0.1895,0.0936,0.44
Photo,GAT,1.0,1,3,1,0.1458,0.0467,0.2275
Photo,GAT,1.0,0,4,228,0.1888,0.0922,0.44625
Photo,GAT,1.0,1,4,1,0.1468,0.0504,0.235
Photo,GAT,1.0,0,5,3,0.1888,0.1447,0.4475
Photo,GAT,1.0,1,5,1,0.1482,0.0512,0.23875
Photo,SAGE,0.25,0,1,209,0.4568,0.0664,0.57125
Photo,SAGE,0.25,1,1,338,0.5082,0.0545,0.5675
Photo,SAGE,0.25,0,2,214,0.4455,0.0735,0.57
Photo,SAGE,0.25,1,2,366,0.5020,0.0540,0.56125
Photo,SAGE,0.25,0,3,96,0.4385,0.0787,0.56875
Photo,SAGE,0.25,1,3,318,0.4952,0.0528,0.55875
Photo,SAGE,0.25,0,4,85,0.4320,0.0747,0.56
Photo,SAGE,0.25,1,4,327,0.4835,0.0552,0.55375
Photo,SAGE,0.25,0,5,105,0.4230,0.0830,0.55375
Photo,SAGE,0.25,1,5,316,0.4713,0.0599,0.55125
Photo,SAGE,0.5,0,1,341,0.6370,0.0171,0.66625
Photo,SAGE,0.5,1,1,85,0.3185,0.0685,0.4075
Photo,SAGE,0.5,0,2,341,0.6140,0.0311,0.6575
Photo,SAGE,0.5,1,2,85,0.3185,0.0732,0.415
Photo,SAGE,0.5,0,3,343,0.5993,0.0376,0.6525
Photo,SAGE,0.5,1,3,381,0.3088,0.0637,0.425
Photo,SAGE,0.5,0,4,325,0.5838,0.0449,0.64875
Photo,SAGE,0.5,1,4,77,0.3068,0.0497,0.4075
Photo,SAGE,0.5,0,5,325,0.5707,0.0476,0.6375
Photo,SAGE,0.5,1,5,399,0.2998,0.0581,0.4075
Photo,SAGE,1.0,0,1,13,0.2975,0.1019,0.4275
Photo,SAGE,1.0,1,1,297,0.5755,0.0691,0.6925
Photo,SAGE,1.0,0,2,13,0.2882,0.0939,0.41875
Photo,SAGE,1.0,1,2,369,0.5502,0.1034,0.685
Photo,SAGE,1.0,0,3,13,0.2795,0.0875,0.395
Photo,SAGE,1.0,1,3,243,0.5185,0.1021,0.66125
Photo,SAGE,1.0,0,4,11,0.2735,0.0817,0.3875
Photo,SAGE,1.0,1,4,210,0.5008,0.1053,0.65
Photo,SAGE,1.0,0,5,11,0.2725,0.0806,0.38375
Photo,SAGE,1.0,1,5,162,0.5068,0.0852,0.64
Photo,APPNP,0.25,0,1,252,0.4490,0.0058,0.455
Photo,APPNP,0.25,1,1,163,0.4635,0.0381,0.53125
Photo,APPNP,0.25,0,2,239,0.4465,0.0077,0.45375
Photo,APPNP,0.25,1,2,215,0.4553,0.0388,0.52375
Photo,APPNP,0.25,0,3,253,0.4427,0.0079,0.45
Photo,APPNP,0.25,1,3,215,0.4437,0.0269,0.49
Photo,APPNP,0.25,0,4,252,0.4365,0.0108,0.4475
Photo,APPNP,0.25,1,4,215,0.4328,0.0158,0.45625
Photo,APPNP,0.25,0,5,261,0.4333,0.0095,0.44625
Photo,APPNP,0.25,1,5,216,0.4262,0.0112,0.4375
Photo,APPNP,0.5,0,1,242,0.5673,0.0578,0.6425
Photo,APPNP,0.5,1,1,293,0.3653,0.0175,0.47125
Photo,APPNP,0.5,0,2,267,0.5480,0.0481,0.625
Photo,APPNP,0.5,1,2,293,0.3640,0.0181,0.4475
Photo,APPNP,0.5,0,3,242,0.5257,0.0439,0.6125
Photo,APPNP,0.5,1,3,293,0.3635,0.0170,0.445
Photo,APPNP,0.5,0,4,281,0.5112,0.0365,0.58875
Photo,APPNP,0.5,1,4,113,0.3635,0.0162,0.43625
Photo,APPNP,0.5,0,5,281,0.4978,0.0417,0.565
Photo,APPNP,0.5,1,5,113,0.3628,0.0160,0.43625
Photo,APPNP,1.0,0,1,24,0.3793,0.1489,0.61875
Photo,APPNP,1.0,1,1,197,0.7208,0.0480,0.77375
Photo,APPNP,1.0,0,2,24,0.3558,0.1381,0.58125
Photo,APPNP,1.0,1,2,197,0.7092,0.0557,0.77375
Photo,APPNP,1.0,0,3,24,0.3305,0.1214,0.52375
Photo,APPNP,1.0,1,3,239,0.6938,0.0588,0.7625
Photo,APPNP,1.0,0,4,24,0.3130,0.1017,0.47
Photo,APPNP,1.0,1,4,234,0.6805,0.0529,0.755
Photo,APPNP,1.0,0,5,24,0.3028,0.0968,0.4525
Photo,APPNP,1.0,1,5,234,0.6620,0.0455,0.74
Photo,Cheby,0.25,0,1,321,0.4597,0.0609,0.56625
Photo,Cheby,0.25,1,1,216,0.2360,0.0185,0.2625
Photo,Cheby,0.25,0,2,365,0.4688,0.0638,0.58125
Photo,Cheby,0.25,1,2,192,0.2403,0.0060,0.24875
Photo,Cheby,0.25,0,3,385,0.4577,0.0584,0.56375
Photo,Cheby,0.25,1,3,266,0.2375,0.0106,0.24875
Photo,Cheby,0.25,0,4,328,0.4498,0.0614,0.55625
Photo,Cheby,0.25,1,4,196,0.2345,0.0110,0.2475
Photo,Cheby,0.25,0,5,367,0.4408,0.0552,0.53875
Photo,Cheby,0.25,1,5,132,0.2318,0.0103,0.2475
