Dataset,Model,Cond_ratio,Learn_A,k,Epoch,Mean_Acc,Std.,Best_Acc
Photo,Cheby,0.5,0,1,302,0.5355,0.0927,0.66125
Photo,Cheby,0.5,1,1,284,0.2860,0.0649,0.37
Photo,Cheby,0.5,0,2,305,0.5387,0.0956,0.6625
Photo,Cheby,0.5,1,2,228,0.3030,0.0868,0.3925
Photo,Cheby,0.5,0,3,307,0.5168,0.0951,0.6375
Photo,Cheby,0.5,1,3,110,0.3088,0.0918,0.41
Photo,Cheby,0.5,0,4,306,0.4970,0.0926,0.6075
Photo,Cheby,0.5,1,4,136,0.3183,0.1033,0.42375
Photo,Cheby,0.5,0,5,380,0.4758,0.0870,0.57375
Photo,Cheby,0.5,1,5,184,0.3268,0.1079,0.42875
Photo,Cheby,1.0,0,1,393,0.3465,0.1264,0.51125
Photo,Cheby,1.0,1,1,399,0.3663,0.0152,0.42
Photo,Cheby,1.0,0,2,393,0.3053,0.1441,0.50875
Photo,Cheby,1.0,1,2,288,0.3997,0.0377,0.48625
Photo,Cheby,1.0,0,3,393,0.2780,0.1219,0.485
Photo,Cheby,1.0,1,3,366,0.3915,0.0343,0.5
Photo,Cheby,1.0,0,4,393,0.2558,0.1057,0.4725
Photo,Cheby,1.0,1,4,167,0.3932,0.0624,0.51
Photo,Cheby,1.0,0,5,90,0.2457,0.1213,0.4525
Photo,Cheby,1.0,1,5,337,0.3938,0.0321,0.51375
Photo,MLP,0.25,0,1,386,0.4490,0.0016,0.45
Photo,MLP,0.25,1,1,386,0.4490,0.0016,0.45
Photo,MLP,0.25,0,2,352,0.4543,0.0023,0.45625
Photo,MLP,0.25,1,2,352,0.4543,0.0023,0.45625
Photo,MLP,0.25,0,3,334,0.4490,0.0010,0.45
Photo,MLP,0.25,1,3,334,0.4490,0.0010,0.45
Photo,MLP,0.25,0,4,380,0.4490,0.0021,0.4525
Photo,MLP,0.25,1,4,380,0.4490,0.0021,0.4525
Photo,MLP,0.25,0,5,297,0.4467,0.0034,0.45125
Photo,MLP,0.25,1,5,297,0.4467,0.0034,0.45125
Photo,MLP,0.5,0,1,188,0.6053,0.0597,0.655
Photo,MLP,0.5,1,1,12,0.3343,0.0957,0.43625
Photo,MLP,0.5,0,2,190,0.6003,0.0623,0.665
Photo,MLP,0.5,1,2,11,0.3265,0.1044,0.43125
Photo,MLP,0.5,0,3,186,0.5720,0.0529,0.63
Photo,MLP,0.5,1,3,11,0.3245,0.1023,0.425
Photo,MLP,0.5,0,4,193,0.5533,0.0546,0.61875
Photo,MLP,0.5,1,4,11,0.3200,0.1071,0.425
Photo,MLP,0.5,0,5,191,0.5387,0.0512,0.59375
Photo,MLP,0.5,1,5,12,0.3180,0.1091,0.42125
Photo,MLP,1.0,0,1,13,0.3498,0.0569,0.43875
Photo,MLP,1.0,1,1,273,0.4533,0.1044,0.62875
Photo,MLP,1.0,0,2,13,0.3415,0.0835,0.46
Photo,MLP,1.0,1,2,349,0.3907,0.1358,0.6125
Photo,MLP,1.0,0,3,13,0.3295,0.0855,0.455
Photo,MLP,1.0,1,3,351,0.3615,0.1241,0.575
Photo,MLP,1.0,0,4,13,0.3203,0.0891,0.45375
Photo,MLP,1.0,1,4,275,0.3455,0.1054,0.5325
Photo,MLP,1.0,0,5,13,0.3145,0.0922,0.45375
Photo,MLP,1.0,1,5,275,0.3290,0.0857,0.47625
Computers,GCN,0.25,0,1,320,0.4438,0.0710,0.587
Computers,GCN,0.25,1,1,384,0.4844,0.0723,0.582
Computers,GCN,0.25,0,2,321,0.4240,0.0722,0.562
Computers,GCN,0.25,1,2,386,0.4762,0.0674,0.577
Computers,GCN,0.25,0,3,392,0.4058,0.0857,0.538
Computers,GCN,0.25,1,3,385,0.4696,0.0642,0.56
Computers,GCN,0.25,0,4,392,0.3942,0.0891,0.531
Computers,GCN,0.25,1,4,385,0.4598,0.0555,0.538
Computers,GCN,0.25,0,5,392,0.3760,0.0879,0.527
Computers,GCN,0.25,1,5,386,0.4530,0.0462,0.515
Computers,GCN,0.5,0,1,397,0.3682,0.0749,0.472
Computers,GCN,0.5,1,1,307,0.2146,0.0386,0.314
Computers,GCN,0.5,0,2,396,0.3446,0.0675,0.444
Computers,GCN,0.5,1,2,307,0.1940,0.0394,0.3
Computers,GCN,0.5,0,3,274,0.3188,0.0505,0.411
Computers,GCN,0.5,1,3,306,0.1738,0.0331,0.281
Computers,GCN,0.5,0,4,274,0.2992,0.0460,0.382
Computers,GCN,0.5,1,4,375,0.1632,0.0437,0.244
Computers,GCN,0.5,0,5,274,0.2822,0.0392,0.363
Computers,GCN,0.5,1,5,16,0.1616,0.0587,0.239
Computers,GCN,1.0,0,1,360,0.3698,0.0826,0.507
Computers,GCN,1.0,1,1,366,0.3100,0.0637,0.457
Computers,GCN,1.0,0,2,372,0.3522,0.0667,0.499
Computers,GCN,1.0,1,2,366,0.2902,0.0563,0.43
Computers,GCN,1.0,0,3,360,0.3404,0.0864,0.482
Computers,GCN,1.0,1,3,366,0.2712,0.0463,0.394
Computers,GCN,1.0,0,4,350,0.3310,0.0842,0.468
Computers,GCN,1.0,1,4,366,0.2592,0.0451,0.363
Computers,GCN,1.0,0,5,350,0.3236,0.0778,0.45
Computers,GCN,1.0,1,5,366,0.2430,0.0499,0.339
Computers,SGC,0.25,0,1,62,0.4278,0.0692,0.606
Computers,SGC,0.25,1,1,213,0.3664,0.0376,0.455
Computers,SGC,0.25,0,2,59,0.4148,0.0648,0.607
Computers,SGC,0.25,1,2,208,0.3572,0.0420,0.447
Computers,SGC,0.25,0,3,59,0.3954,0.0601,0.601
Computers,SGC,0.25,1,3,190,0.3434,0.0579,0.44
Computers,SGC,0.25,0,4,59,0.3800,0.0565,0.594
Computers,SGC,0.25,1,4,190,0.3326,0.0625,0.432
Computers,SGC,0.25,0,5,60,0.3630,0.0564,0.583
Computers,SGC,0.25,1,5,400,0.3248,0.0315,0.425
Computers,SGC,0.5,0,1,37,0.4464,0.0640,0.511
Computers,SGC,0.5,1,1,281,0.2724,0.0664,0.371
Computers,SGC,0.5,0,2,39,0.4186,0.0635,0.484
Computers,SGC,0.5,1,2,293,0.2562,0.0613,0.344
Computers,SGC,0.5,0,3,39,0.3904,0.0542,0.46
Computers,SGC,0.5,1,3,282,0.2390,0.0637,0.318
Computers,SGC,0.5,0,4,39,0.3796,0.0501,0.449
Computers,SGC,0.5,1,4,282,0.2204,0.0615,0.294
Computers,SGC,0.5,0,5,39,0.3692,0.0451,0.444
Computers,SGC,0.5,1,5,281,0.2036,0.0595,0.277
Computers,SGC,1.0,0,1,63,0.3584,0.0745,0.458
Computers,SGC,1.0,1,1,336,0.2264,0.0227,0.276
Computers,SGC,1.0,0,2,64,0.3276,0.0674,0.424
Computers,SGC,1.0,1,2,64,0.2180,0.0338,0.276
Computers,SGC,1.0,0,3,70,0.3060,0.0729,0.4
Computers,SGC,1.0,1,3,63,0.2102,0.0344,0.279
Computers,SGC,1.0,0,4,71,0.2870,0.0726,0.391
Computers,SGC,1.0,1,4,65,0.2034,0.0340,0.278
Computers,SGC,1.0,0,5,86,0.2758,0.0746,0.378
Computers,SGC,1.0,1,5,62,0.1960,0.0324,0.276
Computers,GAT,0.25,0,1,35,0.1424,0.0607,0.231
Computers,GAT,0.25,1,1,58,0.3062,0.0879,0.48
Computers,GAT,0.25,0,2,289,0.1492,0.0702,0.26
Computers,GAT,0.25,1,2,19,0.3184,0.1120,0.502
Computers,GAT,0.25,0,3,289,0.1452,0.0632,0.234
Computers,GAT,0.25,1,3,59,0.3134,0.0998,0.507
Computers,GAT,0.25,0,4,289,0.1464,0.0654,0.238
Computers,GAT,0.25,1,4,59,0.3172,0.1016,0.509
Computers,GAT,0.25,0,5,289,0.1440,0.0613,0.233
Computers,GAT,0.25,1,5,59,0.3136,0.1060,0.509
Computers,GAT,0.5,0,1,85,0.1524,0.0750,0.262
Computers,GAT,0.5,1,1,111,0.1994,0.1041,0.406
Computers,GAT,0.5,0,2,85,0.1524,0.0750,0.262
Computers,GAT,0.5,1,2,238,0.1946,0.1036,0.41
Computers,GAT,0.5,0,3,85,0.1520,0.0743,0.26
Computers,GAT,0.5,1,3,215,0.1980,0.1069,0.36
Computers,GAT,0.5,0,4,85,0.1520,0.0743,0.26
Computers,GAT,0.5,1,4,215,0.1906,0.1059,0.364
Computers,GAT,0.5,0,5,85,0.1516,0.0736,0.258
Computers,GAT,0.5,1,5,215,0.1918,0.1036,0.355
Computers,GAT,1.0,0,1,107,0.1598,0.1234,0.385
Computers,GAT,1.0,1,1,273,0.1444,0.0993,0.322
Computers,GAT,1.0,0,2,107,0.1578,0.1210,0.383
Computers,GAT,1.0,1,2,276,0.1478,0.1069,0.339
Computers,GAT,1.0,0,3,107,0.1568,0.1193,0.381
Computers,GAT,1.0,1,3,276,0.1432,0.0966,0.316
Computers,GAT,1.0,0,4,107,0.1560,0.1149,0.377
Computers,GAT,1.0,1,4,280,0.1474,0.1060,0.337
Computers,GAT,1.0,0,5,104,0.1546,0.1221,0.373
Computers,GAT,1.0,1,5,392,0.1368,0.0823,0.284
Computers,SAGE,0.25,0,1,308,0.4090,0.0497,0.477
Computers,SAGE,0.25,1,1,396,0.4150,0.0353,0.456
Computers,SAGE,0.25,0,2,274,0.3940,0.0479,0.451
Computers,SAGE,0.25,1,2,281,0.4116,0.0333,0.452
Computers,SAGE,0.25,0,3,274,0.3876,0.0477,0.445
Computers,SAGE,0.25,1,3,348,0.4088,0.0337,0.449
Computers,SAGE,0.25,0,4,274,0.3756,0.0509,0.444
Computers,SAGE,0.25,1,4,299,0.4060,0.0332,0.446
Computers,SAGE,0.25,0,5,274,0.3616,0.0552,0.441
Computers,SAGE,0.25,1,5,197,0.4024,0.0282,0.445
Computers,SAGE,0.5,0,1,301,0.4028,0.0624,0.494
Computers,SAGE,0.5,1,1,43,0.2652,0.0734,0.435
Computers,SAGE,0.5,0,2,181,0.3732,0.0712,0.483
Computers,SAGE,0.5,1,2,30,0.2364,0.0737,0.434
Computers,SAGE,0.5,0,3,181,0.3588,0.0707,0.48
Computers,SAGE,0.5,1,3,25,0.2254,0.1153,0.429
Computers,SAGE,0.5,0,4,181,0.3462,0.0689,0.483
Computers,SAGE,0.5,1,4,158,0.2196,0.0480,0.419
Computers,SAGE,0.5,0,5,161,0.3362,0.0897,0.487
Computers,SAGE,0.5,1,5,26,0.2140,0.0834,0.412
Computers,SAGE,1.0,0,1,167,0.4214,0.0846,0.557
Computers,SAGE,1.0,1,1,357,0.3572,0.0489,0.446
Computers,SAGE,1.0,0,2,167,0.4034,0.0925,0.551
Computers,SAGE,1.0,1,2,205,0.3450,0.0917,0.494
Computers,SAGE,1.0,0,3,167,0.3866,0.0960,0.539
Computers,SAGE,1.0,1,3,392,0.3332,0.0522,0.436
Computers,SAGE,1.0,0,4,167,0.3724,0.0933,0.52
Computers,SAGE,1.0,1,4,331,0.3220,0.0428,0.492
Computers,SAGE,1.0,0,5,167,0.3586,0.0838,0.489
Computers,SAGE,1.0,1,5,392,0.3064,0.0433,0.409
Computers,APPNP,0.25,0,1,126,0.4248,0.0620,0.505
Computers,APPNP,0.25,1,1,201,0.4404,0.0442,0.476
Computers,APPNP,0.25,0,2,126,0.4130,0.0657,0.501
Computers,APPNP,0.25,1,2,166,0.4392,0.0432,0.473
Computers,APPNP,0.25,0,3,128,0.3996,0.0673,0.494
Computers,APPNP,0.25,1,3,234,0.4364,0.0419,0.47
Computers,APPNP,0.25,0,4,125,0.3886,0.0692,0.483
Computers,APPNP,0.25,1,4,195,0.4348,0.0418,0.467
Computers,APPNP,0.25,0,5,166,0.3802,0.0794,0.475
Computers,APPNP,0.25,1,5,225,0.4326,0.0398,0.465
Computers,APPNP,0.5,0,1,136,0.4136,0.0345,0.448
Computers,APPNP,0.5,1,1,178,0.3234,0.0567,0.448
Computers,APPNP,0.5,0,2,303,0.3972,0.0353,0.432
Computers,APPNP,0.5,1,2,178,0.2930,0.0518,0.418
Computers,APPNP,0.5,0,3,251,0.3798,0.0282,0.415
Computers,APPNP,0.5,1,3,185,0.2618,0.0296,0.369
Computers,APPNP,0.5,0,4,251,0.3642,0.0228,0.401
Computers,APPNP,0.5,1,4,185,0.2386,0.0253,0.34
Computers,APPNP,0.5,0,5,251,0.3538,0.0180,0.378
Computers,APPNP,0.5,1,5,185,0.2196,0.0208,0.336
Computers,APPNP,1.0,0,1,337,0.3056,0.0145,0.388
Computers,APPNP,1.0,1,1,212,0.3342,0.0410,0.42
Computers,APPNP,1.0,0,2,341,0.2928,0.0137,0.374
Computers,APPNP,1.0,1,2,212,0.3146,0.0395,0.406
Computers,APPNP,1.0,0,3,341,0.2824,0.0088,0.363
Computers,APPNP,1.0,1,3,343,0.2914,0.0412,0.388
Computers,APPNP,1.0,0,4,334,0.2782,0.0116,0.357
Computers,APPNP,1.0,1,4,367,0.2734,0.0399,0.36
Computers,APPNP,1.0,0,5,341,0.2748,0.0187,0.353
Computers,APPNP,1.0,1,5,372,0.2606,0.0460,0.341
Computers,Cheby,0.25,0,1,387,0.3636,0.0683,0.438
Computers,Cheby,0.25,1,1,369,0.4012,0.0443,0.469
Computers,Cheby,0.25,0,2,389,0.3632,0.0738,0.454
Computers,Cheby,0.25,1,2,384,0.3996,0.0457,0.469
Computers,Cheby,0.25,0,3,391,0.3462,0.0842,0.452
Computers,Cheby,0.25,1,3,393,0.3934,0.0448,0.464
Computers,Cheby,0.25,0,4,389,0.3350,0.0923,0.45
Computers,Cheby,0.25,1,4,364,0.3892,0.0432,0.46
Computers,Cheby,0.25,0,5,323,0.3254,0.0936,0.448
Computers,Cheby,0.25,1,5,313,0.3826,0.0445,0.458
Computers,Cheby,0.5,0,1,398,0.3390,0.0388,0.383
Computers,Cheby,0.5,1,1,88,0.2412,0.0089,0.287
Computers,Cheby,0.5,0,2,400,0.3260,0.0457,0.383
Computers,Cheby,0.5,1,2,88,0.2520,0.0119,0.297
Computers,Cheby,0.5,0,3,400,0.2998,0.0361,0.374
Computers,Cheby,0.5,1,3,87,0.2500,0.0191,0.306
Computers,Cheby,0.5,0,4,400,0.2890,0.0300,0.369
Computers,Cheby,0.5,1,4,87,0.2394,0.0359,0.296
Computers,Cheby,0.5,0,5,400,0.2780,0.0253,0.367
Computers,Cheby,0.5,1,5,87,0.2328,0.0369,0.296
Computers,Cheby,1.0,0,1,387,0.2998,0.0828,0.416
Computers,Cheby,1.0,1,1,329,0.2570,0.0517,0.347
Computers,Cheby,1.0,0,2,394,0.2824,0.0735,0.392
Computers,Cheby,1.0,1,2,288,0.2512,0.0814,0.394
Computers,Cheby,1.0,0,3,387,0.2516,0.0803,0.388
Computers,Cheby,1.0,1,3,365,0.2448,0.0906,0.412
Computers,Cheby,1.0,0,4,387,0.2338,0.0831,0.379
Computers,Cheby,1.0,1,4,356,0.2214,0.1044,0.398
Computers,Cheby,1.0,0,5,150,0.2198,0.1003,0.375
Computers,Cheby,1.0,1,5,376,0.2094,0.0980,0.401
Computers,MLP,0.25,0,1,204,0.4158,0.0628,0.496
Computers,MLP,0.25,1,1,307,0.4494,0.0338,0.467
Computers,MLP,0.25,0,2,218,0.4030,0.0726,0.482
Computers,MLP,0.25,1,2,211,0.4534,0.0361,0.474
Computers,MLP,0.25,0,3,223,0.3888,0.0691,0.468
Computers,MLP,0.25,1,3,294,0.4492,0.0337,0.471
Computers,MLP,0.25,0,4,218,0.3764,0.0639,0.449
Computers,MLP,0.25,1,4,362,0.4460,0.0314,0.466
Computers,MLP,0.25,0,5,218,0.3624,0.0548,0.425
Computers,MLP,0.25,1,5,361,0.4442,0.0306,0.462
Computers,MLP,0.5,0,1,154,0.4214,0.0243,0.457
Computers,MLP,0.5,1,1,201,0.4452,0.0372,0.494
Computers,MLP,0.5,0,2,152,0.4120,0.0240,0.443
Computers,MLP,0.5,1,2,244,0.4292,0.0392,0.487
Computers,MLP,0.5,0,3,153,0.3886,0.0221,0.421
Computers,MLP,0.5,1,3,240,0.3986,0.0342,0.461
Computers,MLP,0.5,0,4,153,0.3624,0.0139,0.392
Computers,MLP,0.5,1,4,277,0.3732,0.0282,0.432
Computers,MLP,0.5,0,5,152,0.3428,0.0097,0.366
Computers,MLP,0.5,1,5,204,0.3502,0.0235,0.393
Computers,MLP,1.0,0,1,311,0.2874,0.0197,0.314
Computers,MLP,1.0,1,1,327,0.3302,0.0551,0.391
Computers,MLP,1.0,0,2,281,0.2776,0.0182,0.306
Computers,MLP,1.0,1,2,288,0.3164,0.0528,0.365
Computers,MLP,1.0,0,3,206,0.2672,0.0272,0.298
Computers,MLP,1.0,1,3,373,0.2912,0.0498,0.337
Computers,MLP,1.0,0,4,251,0.2604,0.0290,0.291
Computers,MLP,1.0,1,4,373,0.2704,0.0559,0.328
Computers,MLP,1.0,0,5,351,0.2540,0.0267,0.28
Computers,MLP,1.0,1,5,173,0.2582,0.0573,0.31
CS,GCN,0.25,0,1,357,0.2901,0.0537,0.3691588785046729
CS,GCN,0.25,1,1,193,0.3441,0.0588,0.4612817089452603
CS,GCN,0.25,0,2,394,0.2842,0.0511,0.3591455273698264
CS,GCN,0.25,1,2,194,0.3382,0.0586,0.4532710280373832
CS,GCN,0.25,0,3,395,0.2788,0.0488,0.35180240320427236
CS,GCN,0.25,1,3,194,0.3291,0.0582,0.44659546061415223
CS,GCN,0.25,0,4,393,0.2733,0.0464,0.3437917222963952
CS,GCN,0.25,1,4,194,0.3207,0.0569,0.44192256341789055
CS,GCN,0.25,0,5,393,0.2681,0.0429,0.33377837116154874
CS,GCN,0.25,1,5,194,0.3131,0.0575,0.43391188251001334
CS,GCN,0.5,0,1,395,0.2828,0.0569,0.3931909212283044
CS,GCN,0.5,1,1,400,0.4570,0.1151,0.6101468624833111
CS,GCN,0.5,0,2,387,0.2738,0.0529,0.3771695594125501
CS,GCN,0.5,1,2,389,0.4495,0.1083,0.6048064085447263
CS,GCN,0.5,0,3,295,0.2661,0.0452,0.3591455273698264
CS,GCN,0.5,1,3,389,0.4427,0.1071,0.6054739652870494
CS,GCN,0.5,0,4,288,0.2606,0.0408,0.35046728971962615
CS,GCN,0.5,1,4,389,0.4346,0.1055,0.5967957276368492
CS,GCN,0.5,0,5,273,0.2569,0.0362,0.3464619492656876
CS,GCN,0.5,1,5,384,0.4284,0.1078,0.5967957276368492
CS,GCN,1.0,0,1,384,0.6239,0.0647,0.7136181575433912
CS,GCN,1.0,1,1,337,0.4004,0.1171,0.5941255006675568
CS,GCN,1.0,0,2,397,0.6107,0.0633,0.6969292389853138
CS,GCN,1.0,1,2,307,0.3905,0.1282,0.5914552736982643
CS,GCN,1.0,0,3,398,0.5985,0.0617,0.6809078771695594
CS,GCN,1.0,1,3,279,0.3684,0.1060,0.5333778371161548
CS,GCN,1.0,0,4,385,0.5854,0.0620,0.6668891855807744
CS,GCN,1.0,1,4,250,0.3591,0.0998,0.520694259012016
CS,GCN,1.0,0,5,398,0.5746,0.0612,0.6542056074766355
CS,GCN,1.0,1,5,243,0.3511,0.1010,0.5013351134846462
CS,SGC,0.25,0,1,25,0.5948,0.0145,0.6128170894526035
CS,SGC,0.25,1,1,15,0.5252,0.0185,0.548064085447263
CS,SGC,0.25,0,2,24,0.5897,0.0137,0.6081441922563418
CS,SGC,0.25,1,2,15,0.5188,0.0187,0.5413885180240321
CS,SGC,0.25,0,3,23,0.5830,0.0123,0.6001335113484646
CS,SGC,0.25,1,3,15,0.5080,0.0220,0.5387182910547397
CS,SGC,0.25,0,4,22,0.5774,0.0111,0.5921228304405874
CS,SGC,0.25,1,4,15,0.4981,0.0201,0.5300400534045394
CS,SGC,0.25,0,5,22,0.5722,0.0129,0.5887850467289719
CS,SGC,0.25,1,5,26,0.4908,0.0308,0.5233644859813084
CS,SGC,0.5,0,1,399,0.3845,0.0089,0.4259012016021362
CS,SGC,0.5,1,1,47,0.4381,0.1197,0.6041388518024032
CS,SGC,0.5,0,2,192,0.3809,0.0096,0.4225634178905207
CS,SGC,0.5,1,2,47,0.4302,0.1185,0.5981308411214953
CS,SGC,0.5,0,3,179,0.3773,0.0113,0.4212283044058745
CS,SGC,0.5,1,3,47,0.4251,0.1182,0.5934579439252337
CS,SGC,0.5,0,4,206,0.3750,0.0120,0.4198931909212283
CS,SGC,0.5,1,4,47,0.4212,0.1165,0.5881174899866488
CS,SGC,0.5,0,5,170,0.3714,0.0131,0.4192256341789052
CS,SGC,0.5,1,5,40,0.4183,0.1189,0.5867823765020027
CS,SGC,1.0,0,1,14,0.6458,0.0247,0.69826435246996
CS,SGC,1.0,1,1,67,0.3037,0.0778,0.43658210947930576
CS,SGC,1.0,0,2,12,0.5937,0.0298,0.6515353805073432
CS,SGC,1.0,1,2,75,0.3015,0.0745,0.42857142857142855
CS,SGC,1.0,0,3,12,0.5433,0.0270,0.6121495327102804
CS,SGC,1.0,1,3,59,0.2991,0.0738,0.4252336448598131
CS,SGC,1.0,0,4,16,0.4995,0.0224,0.568090787716956
CS,SGC,1.0,1,4,67,0.2975,0.0722,0.4192256341789052
CS,SGC,1.0,0,5,19,0.4590,0.0222,0.5260347129506008
CS,SGC,1.0,1,5,67,0.2951,0.0709,0.41388518024032045
CS,GAT,0.25,0,1,1,0.0933,0.0325,0.14085447263017356
CS,GAT,0.25,1,1,1,0.1179,0.0251,0.14753004005340453
CS,GAT,0.25,0,2,1,0.0915,0.0321,0.1308411214953271
CS,GAT,0.25,1,2,1,0.1124,0.0290,0.14819759679572764
CS,GAT,0.25,0,3,1,0.0899,0.0311,0.130173564753004
CS,GAT,0.25,1,3,1,0.1065,0.0294,0.14018691588785046
CS,GAT,0.25,0,4,1,0.0887,0.0301,0.130173564753004
CS,GAT,0.25,1,4,1,0.1024,0.0298,0.13551401869158877
CS,GAT,0.25,0,5,1,0.0870,0.0290,0.130173564753004
CS,GAT,0.25,1,5,1,0.1011,0.0301,0.13351134846461948
CS,GAT,0.5,0,1,1,0.0908,0.0252,0.13818424566088117
CS,GAT,0.5,1,1,1,0.1199,0.0397,0.16154873164218958
CS,GAT,0.5,0,2,1,0.0877,0.0262,0.1348464619492657
CS,GAT,0.5,1,2,1,0.1175,0.0404,0.16355140186915887
CS,GAT,0.5,0,3,1,0.0849,0.0256,0.1328437917222964
CS,GAT,0.5,1,3,1,0.1155,0.0406,0.16755674232309747
CS,GAT,0.5,0,4,1,0.0825,0.0236,0.1315086782376502
CS,GAT,0.5,1,4,1,0.1132,0.0409,0.16755674232309747
CS,GAT,0.5,0,5,1,0.0805,0.0211,0.1308411214953271
CS,GAT,0.5,1,5,1,0.1112,0.0390,0.16421895861148197
CS,GAT,1.0,0,1,83,0.7194,0.0354,0.7790387182910548
CS,GAT,1.0,1,1,1,0.0925,0.0164,0.12283044058744993
CS,GAT,1.0,0,2,74,0.7057,0.0422,0.7676902536715621
CS,GAT,1.0,1,2,1,0.0899,0.0177,0.12082777036048065
CS,GAT,1.0,0,3,85,0.6924,0.0323,0.753004005340454
CS,GAT,1.0,1,3,1,0.0892,0.0194,0.12349799732977303
CS,GAT,1.0,0,4,87,0.6769,0.0310,0.7309746328437917
CS,GAT,1.0,1,4,1,0.0879,0.0197,0.12283044058744993
CS,GAT,1.0,0,5,92,0.6628,0.0308,0.7229639519359146
CS,GAT,1.0,1,5,1,0.0868,0.0214,0.12483311081441922
CS,SAGE,0.25,0,1,330,0.4073,0.0799,0.5387182910547397
CS,SAGE,0.25,1,1,346,0.3854,0.0685,0.46395193591455275
CS,SAGE,0.25,0,2,330,0.4024,0.0772,0.5333778371161548
CS,SAGE,0.25,1,2,399,0.3748,0.0792,0.45861148197596796
CS,SAGE,0.25,0,3,361,0.3959,0.0767,0.5287049399198932
CS,SAGE,0.25,1,3,399,0.3810,0.0666,0.45660881174899864
CS,SAGE,0.25,0,4,330,0.3885,0.0735,0.5246995994659546
CS,SAGE,0.25,1,4,350,0.3744,0.0761,0.45727636849132175
CS,SAGE,0.25,0,5,330,0.3818,0.0712,0.5246995994659546
CS,SAGE,0.25,1,5,266,0.3629,0.0717,0.4279038718291055
CS,SAGE,0.5,0,1,400,0.4350,0.0460,0.49065420560747663
CS,SAGE,0.5,1,1,386,0.4020,0.0586,0.465954606141522
CS,SAGE,0.5,0,2,393,0.4283,0.0452,0.4773030707610147
