Dataset,Model,Cond_ratio,Learn_A,k,Epoch,Mean_Acc,Std.,Best_Acc
CS,SAGE,0.5,1,2,384,0.3848,0.0626,0.45660881174899864
CS,SAGE,0.5,0,3,393,0.4211,0.0444,0.4753004005340454
CS,SAGE,0.5,1,3,396,0.3879,0.0371,0.4512683578104139
CS,SAGE,0.5,0,4,393,0.4167,0.0444,0.472630173564753
CS,SAGE,0.5,1,4,379,0.4044,0.0398,0.45927903871829107
CS,SAGE,0.5,0,5,394,0.4099,0.0457,0.4712950600801068
CS,SAGE,0.5,1,5,391,0.3546,0.0529,0.43457943925233644
CS,SAGE,1.0,0,1,357,0.5089,0.0387,0.554739652870494
CS,SAGE,1.0,1,1,201,0.2837,0.0576,0.369826435246996
CS,SAGE,1.0,0,2,394,0.4967,0.0378,0.5387182910547397
CS,SAGE,1.0,1,2,399,0.3471,0.0453,0.41188251001335113
CS,SAGE,1.0,0,3,271,0.4879,0.0368,0.5300400534045394
CS,SAGE,1.0,1,3,398,0.3143,0.0799,0.40520694259012013
CS,SAGE,1.0,0,4,272,0.4790,0.0358,0.5213618157543392
CS,SAGE,1.0,1,4,260,0.2558,0.0885,0.3885180240320427
CS,SAGE,1.0,0,5,363,0.4696,0.0332,0.5113484646194927
CS,SAGE,1.0,1,5,400,0.2935,0.0339,0.3604806408544726
CS,APPNP,0.25,0,1,34,0.4545,0.0590,0.5413885180240321
CS,APPNP,0.25,1,1,308,0.4941,0.0175,0.5373831775700935
CS,APPNP,0.25,0,2,161,0.4493,0.0355,0.5367156208277704
CS,APPNP,0.25,1,2,272,0.4923,0.0156,0.5307076101468625
CS,APPNP,0.25,0,3,73,0.4449,0.0465,0.5246995994659546
CS,APPNP,0.25,1,3,308,0.4880,0.0162,0.5220293724966623
CS,APPNP,0.25,0,4,79,0.4419,0.0434,0.5173564753004005
CS,APPNP,0.25,1,4,262,0.4818,0.0107,0.5173564753004005
CS,APPNP,0.25,0,5,78,0.4399,0.0439,0.5120160213618158
CS,APPNP,0.25,1,5,308,0.4770,0.0145,0.5126835781041389
CS,APPNP,0.5,0,1,80,0.5969,0.1096,0.7757009345794392
CS,APPNP,0.5,1,1,392,0.5328,0.0692,0.6295060080106809
CS,APPNP,0.5,0,2,72,0.5868,0.1164,0.7690253671562083
CS,APPNP,0.5,1,2,351,0.5295,0.0679,0.6214953271028038
CS,APPNP,0.5,0,3,76,0.5760,0.1120,0.7643524699599465
CS,APPNP,0.5,1,3,350,0.5254,0.0685,0.6181575433911882
CS,APPNP,0.5,0,4,80,0.5666,0.1173,0.7590120160213618
CS,APPNP,0.5,1,4,351,0.5224,0.0674,0.6154873164218959
CS,APPNP,0.5,0,5,86,0.5579,0.1262,0.7536715620827771
CS,APPNP,0.5,1,5,351,0.5199,0.0688,0.6121495327102804
CS,APPNP,1.0,0,1,208,0.5290,0.0328,0.5714285714285714
CS,APPNP,1.0,1,1,333,0.4904,0.0441,0.6034712950600801
CS,APPNP,1.0,0,2,195,0.5146,0.0333,0.5574098798397864
CS,APPNP,1.0,1,2,304,0.5035,0.0572,0.6021361815754339
CS,APPNP,1.0,0,3,190,0.5025,0.0304,0.548064085447263
CS,APPNP,1.0,1,3,374,0.4769,0.0473,0.5874499332443258
CS,APPNP,1.0,0,4,193,0.4911,0.0301,0.5313751668891856
CS,APPNP,1.0,1,4,394,0.4725,0.0473,0.568090787716956
CS,APPNP,1.0,0,5,207,0.4801,0.0275,0.5160213618157543
CS,APPNP,1.0,1,5,350,0.4756,0.0442,0.5560747663551402
CS,Cheby,0.25,0,1,389,0.4510,0.0453,0.5
CS,Cheby,0.25,1,1,190,0.1194,0.0626,0.22963951935914553
CS,Cheby,0.25,0,2,392,0.4507,0.0464,0.4986648865153538
CS,Cheby,0.25,1,2,188,0.1211,0.0674,0.24032042723631508
CS,Cheby,0.25,0,3,388,0.4442,0.0422,0.4959946595460614
CS,Cheby,0.25,1,3,379,0.1191,0.0415,0.2356475300400534
CS,Cheby,0.25,0,4,391,0.4358,0.0402,0.49132176234979974
CS,Cheby,0.25,1,4,188,0.1164,0.0629,0.2356475300400534
CS,Cheby,0.25,0,5,392,0.4270,0.0379,0.48798397863818427
CS,Cheby,0.25,1,5,188,0.1186,0.0642,0.23030707610146864
CS,Cheby,0.5,0,1,400,0.3215,0.1178,0.4479305740987984
CS,Cheby,0.5,1,1,340,0.2065,0.0997,0.36315086782376504
CS,Cheby,0.5,0,2,398,0.3206,0.1182,0.4479305740987984
CS,Cheby,0.5,1,2,399,0.2025,0.0969,0.35781041388518026
CS,Cheby,0.5,0,3,399,0.3159,0.1180,0.44192256341789055
CS,Cheby,0.5,1,3,398,0.1920,0.0977,0.35246995994659547
CS,Cheby,0.5,0,4,400,0.3123,0.1159,0.4319092122830441
CS,Cheby,0.5,1,4,394,0.1862,0.1020,0.34512683578104136
CS,Cheby,0.5,0,5,397,0.3085,0.1160,0.4265687583444593
CS,Cheby,0.5,1,5,396,0.1768,0.0929,0.3364485981308411
CS,Cheby,1.0,0,1,400,0.6126,0.0716,0.7142857142857143
CS,Cheby,1.0,1,1,396,0.1314,0.0614,0.20093457943925233
CS,Cheby,1.0,0,2,275,0.6005,0.0739,0.6962616822429907
CS,Cheby,1.0,1,2,396,0.1332,0.0666,0.2076101468624833
CS,Cheby,1.0,0,3,392,0.5853,0.0749,0.6815754339118825
CS,Cheby,1.0,1,3,400,0.1312,0.0656,0.2096128170894526
CS,Cheby,1.0,0,4,390,0.5732,0.0745,0.6675567423230975
CS,Cheby,1.0,1,4,327,0.1276,0.0608,0.19692923898531375
CS,Cheby,1.0,0,5,383,0.5597,0.0717,0.6481975967957276
CS,Cheby,1.0,1,5,358,0.1340,0.0644,0.2109479305740988
CS,MLP,0.25,0,1,23,0.5052,0.0598,0.5761014686248331
CS,MLP,0.25,1,1,32,0.5290,0.0698,0.6134846461949266
CS,MLP,0.25,0,2,25,0.5008,0.0587,0.5747663551401869
CS,MLP,0.25,1,2,32,0.5251,0.0711,0.6134846461949266
CS,MLP,0.25,0,3,25,0.4919,0.0560,0.5660881174899867
CS,MLP,0.25,1,3,37,0.5184,0.0750,0.6134846461949266
CS,MLP,0.25,0,4,26,0.4829,0.0531,0.5587449933244326
CS,MLP,0.25,1,4,38,0.5124,0.0726,0.6041388518024032
CS,MLP,0.25,0,5,25,0.4736,0.0539,0.5493991989319092
CS,MLP,0.25,1,5,34,0.5069,0.0735,0.5967957276368492
CS,MLP,0.5,0,1,69,0.5704,0.0531,0.6889185580774366
CS,MLP,0.5,1,1,70,0.6350,0.0777,0.7590120160213618
CS,MLP,0.5,0,2,71,0.5685,0.0570,0.6862483311081442
CS,MLP,0.5,1,2,76,0.6327,0.0794,0.7556742323097463
CS,MLP,0.5,0,3,71,0.5622,0.0566,0.6815754339118825
CS,MLP,0.5,1,3,75,0.6234,0.0810,0.7496662216288384
CS,MLP,0.5,0,4,397,0.5550,0.0804,0.6675567423230975
CS,MLP,0.5,1,4,78,0.6155,0.0804,0.7363150867823764
CS,MLP,0.5,0,5,395,0.5486,0.0817,0.6635514018691588
CS,MLP,0.5,1,5,77,0.6077,0.0800,0.7316421895861148
CS,MLP,1.0,0,1,389,0.5879,0.0420,0.6315086782376502
CS,MLP,1.0,1,1,96,0.5853,0.0748,0.6735647530040053
CS,MLP,1.0,0,2,383,0.5778,0.0380,0.6328437917222964
CS,MLP,1.0,1,2,101,0.5769,0.0760,0.6542056074766355
CS,MLP,1.0,0,3,386,0.5661,0.0357,0.630173564753004
CS,MLP,1.0,1,3,101,0.5633,0.0746,0.6455273698264352
CS,MLP,1.0,0,4,392,0.5578,0.0327,0.6248331108144193
CS,MLP,1.0,1,4,102,0.5511,0.0773,0.6381842456608812
CS,MLP,1.0,0,5,376,0.5482,0.0313,0.6174899866488651
CS,MLP,1.0,1,5,101,0.5406,0.0764,0.6268357810413885
Physics,GCN,0.25,0,1,102,0.9076,0.0038,0.916
Physics,GCN,0.25,1,1,116,0.9048,0.0067,0.912
Physics,GCN,0.25,0,2,108,0.8992,0.0070,0.912
Physics,GCN,0.25,1,2,112,0.8920,0.0063,0.902
Physics,GCN,0.25,0,3,104,0.8916,0.0071,0.904
Physics,GCN,0.25,1,3,100,0.8872,0.0041,0.902
Physics,GCN,0.25,0,4,103,0.8864,0.0054,0.902
Physics,GCN,0.25,1,4,11,0.8808,0.0063,0.892
Physics,GCN,0.25,0,5,101,0.8816,0.0068,0.898
Physics,GCN,0.25,1,5,97,0.8768,0.0030,0.886
Physics,GCN,0.5,0,1,119,0.9092,0.0011,0.914
Physics,GCN,0.5,1,1,142,0.9084,0.0026,0.914
Physics,GCN,0.5,0,2,90,0.9032,0.0023,0.91
Physics,GCN,0.5,1,2,91,0.9000,0.0020,0.904
Physics,GCN,0.5,0,3,86,0.8992,0.0033,0.906
Physics,GCN,0.5,1,3,400,0.8992,0.0023,0.904
Physics,GCN,0.5,0,4,58,0.8956,0.0030,0.902
Physics,GCN,0.5,1,4,337,0.8956,0.0033,0.9
Physics,GCN,0.5,0,5,50,0.8892,0.0030,0.896
Physics,GCN,0.5,1,5,85,0.8912,0.0030,0.896
Physics,GCN,1.0,0,1,311,0.9152,0.0011,0.918
Physics,GCN,1.0,1,1,382,0.9136,0.0022,0.918
Physics,GCN,1.0,0,2,230,0.9116,0.0026,0.914
Physics,GCN,1.0,1,2,276,0.9076,0.0026,0.912
Physics,GCN,1.0,0,3,149,0.9036,0.0017,0.906
Physics,GCN,1.0,1,3,346,0.9004,0.0026,0.906
Physics,GCN,1.0,0,4,50,0.8960,0.0024,0.9
Physics,GCN,1.0,1,4,381,0.8948,0.0011,0.898
Physics,GCN,1.0,0,5,49,0.8896,0.0041,0.896
Physics,GCN,1.0,1,5,369,0.8896,0.0017,0.894
Physics,SGC,0.25,0,1,--------------------------------------------------
Physics,SGC,0.25,1,1,--------------------------------------------------
Physics,SGC,0.25,0,2,--------------------------------------------------
Physics,SGC,0.25,1,2,--------------------------------------------------
Physics,SGC,0.25,0,3,--------------------------------------------------
Physics,SGC,0.25,1,3,--------------------------------------------------
Physics,SGC,0.25,0,4,--------------------------------------------------
Physics,SGC,0.25,1,4,--------------------------------------------------
Physics,SGC,0.25,0,5,--------------------------------------------------
Physics,SGC,0.25,1,5,--------------------------------------------------
Physics,SGC,0.5,0,1,--------------------------------------------------
Physics,SGC,0.5,1,1,--------------------------------------------------
Physics,SGC,0.5,0,2,--------------------------------------------------
Physics,SGC,0.5,1,2,--------------------------------------------------
Physics,SGC,0.5,0,3,--------------------------------------------------
Physics,SGC,0.5,1,3,--------------------------------------------------
Physics,SGC,0.5,0,4,--------------------------------------------------
Physics,SGC,0.5,1,4,--------------------------------------------------
Physics,SGC,0.5,0,5,--------------------------------------------------
Physics,SGC,0.5,1,5,--------------------------------------------------
Physics,SGC,1.0,0,1,--------------------------------------------------
Physics,SGC,1.0,1,1,--------------------------------------------------
Physics,SGC,1.0,0,2,--------------------------------------------------
Physics,SGC,1.0,1,2,--------------------------------------------------
Physics,SGC,1.0,0,3,--------------------------------------------------
Physics,SGC,1.0,1,3,--------------------------------------------------
Physics,SGC,1.0,0,4,--------------------------------------------------
Physics,SGC,1.0,1,4,--------------------------------------------------
Physics,SGC,1.0,0,5,--------------------------------------------------
Physics,SGC,1.0,1,5,--------------------------------------------------
Physics,GAT,0.25,0,1,2,0.8928,0.0058,0.908
Physics,GAT,0.25,1,1,2,0.8936,0.0054,0.904
Physics,GAT,0.25,0,2,2,0.8868,0.0064,0.906
Physics,GAT,0.25,1,2,2,0.8892,0.0069,0.902
Physics,GAT,0.25,0,3,1,0.8812,0.0120,0.902
Physics,GAT,0.25,1,3,1,0.8828,0.0112,0.894
Physics,GAT,0.25,0,4,2,0.8768,0.0094,0.9
Physics,GAT,0.25,1,4,1,0.8780,0.0140,0.894
Physics,GAT,0.25,0,5,1,0.8728,0.0124,0.898
Physics,GAT,0.25,1,5,1,0.8756,0.0121,0.896
Physics,GAT,0.5,0,1,2,0.8940,0.0091,0.906
Physics,GAT,0.5,1,1,1,0.8896,0.0152,0.908
Physics,GAT,0.5,0,2,1,0.8876,0.0086,0.902
Physics,GAT,0.5,1,2,1,0.8816,0.0106,0.898
Physics,GAT,0.5,0,3,1,0.8840,0.0051,0.902
Physics,GAT,0.5,1,3,2,0.8764,0.0079,0.894
Physics,GAT,0.5,0,4,1,0.8784,0.0074,0.902
Physics,GAT,0.5,1,4,2,0.8720,0.0099,0.892
Physics,GAT,0.5,0,5,2,0.8720,0.0057,0.904
Physics,GAT,0.5,1,5,2,0.8672,0.0074,0.892
Physics,GAT,1.0,0,1,1,0.8836,0.0137,0.9
Physics,GAT,1.0,1,1,2,0.8844,0.0106,0.898
Physics,GAT,1.0,0,2,2,0.8744,0.0128,0.898
Physics,GAT,1.0,1,2,2,0.8744,0.0137,0.9
Physics,GAT,1.0,0,3,2,0.8696,0.0093,0.896
Physics,GAT,1.0,1,3,2,0.8680,0.0114,0.894
Physics,GAT,1.0,0,4,2,0.8652,0.0094,0.896
Physics,GAT,1.0,1,4,2,0.8648,0.0125,0.894
Physics,GAT,1.0,0,5,1,0.8624,0.0115,0.892
Physics,GAT,1.0,1,5,2,0.8608,0.0116,0.89
Physics,SAGE,0.25,0,1,--------------------------------------------------
Physics,SAGE,0.25,1,1,--------------------------------------------------
Physics,SAGE,0.25,0,2,--------------------------------------------------
Physics,SAGE,0.25,1,2,--------------------------------------------------
Physics,SAGE,0.25,0,3,--------------------------------------------------
Physics,SAGE,0.25,1,3,--------------------------------------------------
Physics,SAGE,0.25,0,4,--------------------------------------------------
Physics,SAGE,0.25,1,4,--------------------------------------------------
Physics,SAGE,0.25,0,5,--------------------------------------------------
Physics,SAGE,0.25,1,5,--------------------------------------------------
Physics,SAGE,0.5,0,1,--------------------------------------------------
Physics,SAGE,0.5,1,1,--------------------------------------------------
Physics,SAGE,0.5,0,2,--------------------------------------------------
Physics,SAGE,0.5,1,2,--------------------------------------------------
Physics,SAGE,0.5,0,3,--------------------------------------------------
Physics,SAGE,0.5,1,3,--------------------------------------------------
Physics,SAGE,0.5,0,4,--------------------------------------------------
Physics,SAGE,0.5,1,4,--------------------------------------------------
Physics,SAGE,0.5,0,5,--------------------------------------------------
Physics,SAGE,0.5,1,5,--------------------------------------------------
Physics,SAGE,1.0,0,1,--------------------------------------------------
Physics,SAGE,1.0,1,1,--------------------------------------------------
Physics,SAGE,1.0,0,2,--------------------------------------------------
Physics,SAGE,1.0,1,2,--------------------------------------------------
Physics,SAGE,1.0,0,3,--------------------------------------------------
Physics,SAGE,1.0,1,3,--------------------------------------------------
Physics,SAGE,1.0,0,4,--------------------------------------------------
Physics,SAGE,1.0,1,4,--------------------------------------------------
Physics,SAGE,1.0,0,5,--------------------------------------------------
Physics,SAGE,1.0,1,5,--------------------------------------------------
Physics,APPNP,0.25,0,1,122,0.9092,0.0067,0.926
Physics,APPNP,0.25,1,1,16,0.9052,0.0148,0.922
Physics,APPNP,0.25,0,2,118,0.9052,0.0070,0.924
Physics,APPNP,0.25,1,2,13,0.9028,0.0125,0.922
Physics,APPNP,0.25,0,3,10,0.8992,0.0076,0.918
Physics,APPNP,0.25,1,3,13,0.8984,0.0068,0.914
Physics,APPNP,0.25,0,4,13,0.8948,0.0108,0.908
Physics,APPNP,0.25,1,4,12,0.8932,0.0072,0.91
Physics,APPNP,0.25,0,5,14,0.8908,0.0091,0.904
Physics,APPNP,0.25,1,5,12,0.8888,0.0090,0.908
Physics,APPNP,0.5,0,1,137,0.9148,0.0018,0.918
Physics,APPNP,0.5,1,1,90,0.9176,0.0033,0.92
Physics,APPNP,0.5,0,2,176,0.9100,0.0020,0.914
Physics,APPNP,0.5,1,2,79,0.9048,0.0041,0.914
Physics,APPNP,0.5,0,3,87,0.9048,0.0030,0.91
Physics,APPNP,0.5,1,3,264,0.9008,0.0018,0.906
Physics,APPNP,0.5,0,4,196,0.9008,0.0018,0.904
Physics,APPNP,0.5,1,4,168,0.8976,0.0041,0.904
Physics,APPNP,0.5,0,5,63,0.8964,0.0026,0.9
Physics,APPNP,0.5,1,5,371,0.8912,0.0030,0.898
Physics,APPNP,1.0,0,1,64,0.9188,0.0030,0.924
Physics,APPNP,1.0,1,1,149,0.9168,0.0018,0.92
Physics,APPNP,1.0,0,2,169,0.9128,0.0018,0.916
Physics,APPNP,1.0,1,2,156,0.9116,0.0033,0.916
Physics,APPNP,1.0,0,3,59,0.9084,0.0050,0.916
Physics,APPNP,1.0,1,3,65,0.9084,0.0048,0.916
Physics,APPNP,1.0,0,4,59,0.9016,0.0036,0.908
Physics,APPNP,1.0,1,4,61,0.9012,0.0033,0.91
Physics,APPNP,1.0,0,5,58,0.8948,0.0023,0.902
Physics,APPNP,1.0,1,5,63,0.8964,0.0009,0.904
Physics,Cheby,0.25,0,1,--------------------------------------------------
Physics,Cheby,0.25,1,1,--------------------------------------------------
Physics,Cheby,0.25,0,2,--------------------------------------------------
Physics,Cheby,0.25,1,2,--------------------------------------------------
Physics,Cheby,0.25,0,3,--------------------------------------------------
Physics,Cheby,0.25,1,3,--------------------------------------------------
Physics,Cheby,0.25,0,4,--------------------------------------------------
Physics,Cheby,0.25,1,4,--------------------------------------------------
Physics,Cheby,0.25,0,5,--------------------------------------------------
Physics,Cheby,0.25,1,5,--------------------------------------------------
Physics,Cheby,0.5,0,1,--------------------------------------------------
Physics,Cheby,0.5,1,1,--------------------------------------------------
Physics,Cheby,0.5,0,2,--------------------------------------------------
Physics,Cheby,0.5,1,2,--------------------------------------------------
Physics,Cheby,0.5,0,3,--------------------------------------------------
Physics,Cheby,0.5,1,3,--------------------------------------------------
Physics,Cheby,0.5,0,4,--------------------------------------------------
Physics,Cheby,0.5,1,4,--------------------------------------------------
Physics,Cheby,0.5,0,5,--------------------------------------------------
Physics,Cheby,0.5,1,5,--------------------------------------------------
Physics,Cheby,1.0,0,1,--------------------------------------------------
Physics,Cheby,1.0,1,1,--------------------------------------------------
Physics,Cheby,1.0,0,2,--------------------------------------------------
Physics,Cheby,1.0,1,2,--------------------------------------------------
Physics,Cheby,1.0,0,3,--------------------------------------------------
Physics,Cheby,1.0,1,3,--------------------------------------------------
Physics,Cheby,1.0,0,4,--------------------------------------------------
Physics,Cheby,1.0,1,4,--------------------------------------------------
Physics,Cheby,1.0,0,5,--------------------------------------------------
Physics,Cheby,1.0,1,5,--------------------------------------------------
Physics,MLP,0.25,0,1,390,0.9180,0.0055,0.926
Physics,MLP,0.25,1,1,390,0.9180,0.0055,0.926
Physics,MLP,0.25,0,2,397,0.9160,0.0062,0.93
Physics,MLP,0.25,1,2,397,0.9160,0.0062,0.93
Physics,MLP,0.25,0,3,390,0.9072,0.0033,0.924
Physics,MLP,0.25,1,3,390,0.9072,0.0033,0.924
Physics,MLP,0.25,0,4,13,0.9004,0.0096,0.914
Physics,MLP,0.25,1,4,13,0.9004,0.0096,0.914
Physics,MLP,0.25,0,5,13,0.8952,0.0095,0.91
Physics,MLP,0.25,1,5,13,0.8952,0.0095,0.91
Physics,MLP,0.5,0,1,93,0.9160,0.0020,0.924
Physics,MLP,0.5,1,1,133,0.9188,0.0030,0.926
Physics,MLP,0.5,0,2,129,0.9148,0.0027,0.918
Physics,MLP,0.5,1,2,67,0.9168,0.0023,0.92
Physics,MLP,0.5,0,3,178,0.9092,0.0018,0.914
Physics,MLP,0.5,1,3,59,0.9068,0.0041,0.912
Physics,MLP,0.5,0,4,87,0.9040,0.0024,0.912
Physics,MLP,0.5,1,4,76,0.9004,0.0036,0.906
Physics,MLP,0.5,0,5,80,0.8992,0.0018,0.906
Physics,MLP,0.5,1,5,78,0.8972,0.0064,0.906
Physics,MLP,1.0,0,1,83,0.9176,0.0009,0.92
Physics,MLP,1.0,1,1,83,0.9176,0.0009,0.92
Physics,MLP,1.0,0,2,58,0.9192,0.0023,0.922
Physics,MLP,1.0,1,2,58,0.9192,0.0023,0.922
Physics,MLP,1.0,0,3,175,0.9136,0.0022,0.916
Physics,MLP,1.0,1,3,175,0.9136,0.0022,0.916
Physics,MLP,1.0,0,4,179,0.9088,0.0030,0.914
Physics,MLP,1.0,1,4,179,0.9088,0.0030,0.914
Physics,MLP,1.0,0,5,74,0.9024,0.0038,0.908
Physics,MLP,1.0,1,5,74,0.9024,0.0038,0.908
